painting_no,technique_id,height_cm,width_cm,radius_cm,year,material_id,artist_id,owner_id,photo,AÇIKLAMA
1850,1,"26,5",75,,1995,3,1,1,YOK,
1851,1,26,38,,2015,3,1,1,YOK,
1852,1,14,40,,2012,3,1,1,YOK,
1853,1,20,"54,5",,2003,3,1,1,YOK,
1854,1,25,42,,2014,3,1,1,YOK,
1855,9,"24,5","29,5",,2014,3,1,1,YOK,
1856,1,17,50,,2010,2,1,1,YOK,
1857,1,19,54,,2014,2,1,1,YOK,
1858,1,23,49,,2002,3,1,1,YOK,
1859,1,35,42,,2014,2,1,1,YOK,
1860,6,30,40,,2013,2,1,1,YOK,
1861,1,"32,5","47,5",,2010,3,1,1,YOK,
1862,1,40,46,,2012,1,1,1,YOK,
1863,1,"33,5",51,,2002,1,1,1,YOK,
1864,1,30,65,,2014,1,1,1,YOK,
1865,1,37,53,,2014,1,1,1,YOK,
1866,1,"24,5","39,5",,2014,3,1,1,YOK,
1867,10,"23,5",35,,2014,9,1,1,YOK,
1868,1,"29,5",41,,2014,2,1,1,YOK,
1869,10,24,31,,2015,9,1,1,YOK,
1870,9,25,33,,2014,9,1,1,,
1871,10,32,24,,2014,9,1,1,,
1872,6,21,"26,5",,2014,,1,1,YOK,
1873,1,26,35,,2014,5,1,1,YOK,
1874,1,29,42,,2012,3,1,1,YOK,
1875,6,21,35,,2014,3,1,1,YOK,
1876,10,"21,5",23,,2014,9,1,1,YOK,
1877,1,"29,5","36,5",,2001,3,1,1,YOK,
1878,1,"25,5","30,5",,2010,3,1,1,YOK,
1879,1,"26,5","32,5",,2014,6,1,1,YOK,
1880,1,"38,5",94,,2015,4,1,1,YOK,
1881,1,27,"36,5",,2014,2,1,1,YOK,
1882,1,29,35,,1994,3,1,1,YOK,
1883,10,25,30,,2014,9,1,1,YOK,
1884,10,24,38,,2014,9,1,1,YOK,
1885,10,21,33,,2014,9,1,1,YOK,
1886,1,50,70,,2009,1,1,1,YOK,
1887,1,"54,5",80,,2014,1,1,1,YOK,
1888,1,40,85,,2014,1,1,1,YOK,
1889,1,35,79,,2013,1,1,1,YOK,
1890,1,55,76,,2014,1,1,1,YOK,
1891,1,55,80,,2014,1,1,1,YOK,
1892,1,40,95,,2015,1,1,1,YOK,
1893,1,60,90,,2014,1,1,1,YOK,
1894,1,50,100,,2006,1,1,1,YOK,
1895,1,80,85,,2010,1,1,1,YOK,
1896,1,85,100,,2006,1,1,1,YOK,
1897,1,77,90,,2011,1,1,1,YOK,
1898,1,90,90,,2006,1,1,1,YOK,
1899,1,75,110,,1993,1,1,1,YOK,
1900,1,60,120,,2011,1,1,1,YOK,
1901,1,60,120,,2011,1,1,1,YOK,
1902,1,60,120,,2011,1,1,1,YOK,
1903,1,60,120,,2011,1,1,1,YOK,
1904,1,,,53,2014,6,1,1,YOK,
1905,1,,,53,2013,6,1,1,,
1906,1,,,49,2014,4,1,1,BULANIK,
1907,1,,,49,2014,4,1,1,BULANIK,
1908,1,,,"44,5",2014,4,1,1,,
1909,1,,,43,2014,4,1,1,BULANIK,
1910,1,,,"44,5",2014,4,1,1,,
1911,1,,,39,2014,4,1,1,,
1912,1,,,39,2011,4,1,1,,
1913,1,,,39,2014,4,1,1,,
1914,1,,,39,2014,4,1,1,,
1915,1,,,39,2014,4,1,1,,
1916,1,,,39,2014,4,1,1,,
1917,1,,,"38,5",2014,4,1,1,,
1918,1,,,"38,5",2014,4,1,1,,
1919,1,,,"38,5",2015,4,1,1,,
1920,1,,,"38,5",2015,4,1,1,,
1921,1,,,"38,5",2015,4,1,1,,
1922,1,,,"38,5",2015,4,1,1,BULANIK,
1923,1,,,33,2011,4,1,1,,
1924,1,,,33,2014,4,1,1,BULANIK,
1925,1,,,33,2014,4,1,1,,
1926,1,,,33,2014,4,1,1,,
1927,1,,,33,2015,4,1,1,,
1928,1,,,33,2013,4,1,1,,
1929,1,,,33,2014,4,1,1,,
1930,1,,,33,2014,4,1,1,,
1931,1,,,33,2014,4,1,1,,
1932,9,,,30,2014,3,1,1,,
1933,1,,,"28,5",2014,4,1,1,,
1934,1,,,"28,5",2014,4,1,1,,
1935,1,21,41,,2013,5,1,1,YOK,
1936,1,30,57,,2015,6,1,1,,
1937,1,36,48,,2015,6,1,1,,
1938,1,50,"27,5",,2015,5,1,1,,
1939,1,"69,5","33,5",,2014,5,1,1,,
1940,1,19,46,,2014,6,1,1,,
1941,1,25,58,,2015,2,1,1,,
1942,9,25,73,,2014,6,1,1,,
1943,9,20,68,,2014,6,1,1,,
1944,1,25,"57,5",,2014,2,1,1,,
1945,9,21,67,,2014,2,1,1,,
1946,1,20,64,,2014,6,1,1,,
1947,1,20,65,,2014,6,1,1,YOK,
1948,9,23,54,,2014,6,1,1,,
1949,1,35,"40,5",,1987,3,1,1,,
1950,9,"33,5",40,,2015,3,1,1,,
1951,1,47,"15,5",,2014,3,1,1,,
1952,1,63,"17,5",,2014,6,1,1,,
1953,1,68,"16,5",,1992,6,1,1,,
1954,1,50,"17,5",,2012,3,1,1,,
1955,1,63,17,,2012,3,1,1,,
1956,1,61,17,,2012,6,1,1,,
1957,1,63,"17,5",,2014,6,1,1,,
1958,9,59,"18,5",,2014,6,1,1,,
1959,1,19,"64,5",,2008,6,1,1,,
1960,1,"18,5",64,,2013,6,1,1,,
1961,1,32,45,,2015,4,1,1,,
1962,1,"37,5",62,,2015,6,1,1,,
1963,1,60,85,,2014,1,1,1,YOK,
1964,1,36,49,,2014,3,1,1,YOK,
1965,9,"33,5","43,5",,2014,3,1,1,YOK,
1966,1,"27,5",375,,2015,3,1,1,YOK,
1967,1,85,110,,2015,8,1,1,YOK,
1968,1,85,102,,2015,8,1,1,YOK,
1969,1,80,120,,2015,8,1,1,YOK,
1970,1,91,121,,2015,8,1,1,,
1971,1,85,100,,2006,1,1,1,YOK,
1972,1,85,100,,2008,1,1,1,YOK,
1973,1,60,150,,2015,1,1,1,YOK,
1974,1,80,85,,2015,1,1,1,,
1975,1,50,75,,2015,1,1,1,YOK,
1976,1,70,75,,2014,1,1,1,,
1977,10,"23,5",32,,2014,9,1,1,,
1978,10,"22,5",42,,2014,9,1,1,,
1979,10,"22,5",42,,2014,9,1,1,,
1980,10,24,"46,5",,2014,9,1,1,,
1981,9,28,40,,2014,2,1,1,,
1982,10,25,"34,5",,2014,9,1,1,,
1983,10,"27,5",34,,2014,9,1,1,,
1984,10,18,40,,2014,9,1,1,,
1985,10,24,"31,5",,2014,9,1,1,,
1986,10,"21,5","32,5",,2014,9,1,1,,
1987,10,20,33,,2014,9,1,1,,
1988,10,30,31,,2014,9,1,1,,
1989,10,24,"31,5",,2014,9,1,1,,
1990,10,24,"31,5",,2014,9,1,1,,
1991,10,26,29,,2014,9,1,1,,
1992,10,27,29,,2014,9,1,1,,
1993,10,"21,5","29,5",,2014,9,1,1,,
1994,10,29,29,,2014,9,1,1,,
1995,10,22,29,,2014,9,1,1,,
1996,10,"28,5",30,,2014,9,1,1,,
1997,10,24,27,,2014,9,1,1,,
1998,10,22,26,,2014,9,1,1,,
1999,10,26,26,,2014,9,1,1,,
2000,10,30,25,,2014,9,1,1,YOK,
2001,10,26,44,,2016,9,1,1,YOK,
2002,10,25,35,,2016,9,1,1,YOK,
2003,10,"31,5",48,,2016,9,1,1,YOK,
2004,10,41,"43,5",,2016,9,1,1,YOK,
2005,10,"41,5","43,5",,2016,9,1,1,,
2006,10,"40,5",41,,2016,9,1,1,YOK,
2007,10,36,47,,2016,9,1,1,YOK,
2008,10,36,56,,2016,9,1,1,,
2009,10,38,39,,2016,9,1,1,YOK,
2010,10,38,39,,2016,9,1,1,YOK,
2011,10,39,40,,2016,9,1,1,YOK,
2012,10,29,44,,2016,9,1,1,YOK,
2013,10,"32,5",45,,2016,9,1,1,YOK,
2014,10,34,49,,2016,9,1,1,YOK,
2015,10,38,39,,2016,9,1,1,YOK,
2016,10,25,58,,2016,9,1,1,,
2017,10,"33,5",49,,2016,9,1,1,YOK,
2018,10,"33,5",49,,2016,9,1,1,YOK,
2019,10,36,45,,2016,9,1,1,YOK,
2020,10,38,39,,2016,9,1,1,YOK,
2021,10,"24,5",35,,2016,9,1,1,YOK,
2022,10,38,39,,2016,9,1,1,YOK,
2023,10,42,"43,5",,2016,9,1,1,YOK,
2024,10,"29,5",42,,2016,9,1,1,YOK,
2025,10,23,50,,2016,9,1,1,YOK,
2026,10,24,35,,2016,9,1,1,YOK,
2027,10,25,39,,2016,9,1,1,YOK,
2028,10,25,35,,2016,9,1,1,YOK,
2029,10,28,34,,2016,9,1,1,YOK,
2030,10,"31,5",34,,2016,9,1,1,YOK,
2031,10,30,49,,2016,9,1,1,YOK,
2032,10,29,39,,2016,9,1,1,YOK,
2033,10,33,48,,2016,9,1,1,YOK,
2034,10,32,"44,5",,2016,9,1,1,YOK,
2035,10,30,49,,2016,9,1,1,YOK,
2036,10,31,45,,2016,9,1,1,YOK,
2037,10,"33,5",48,,2016,9,1,1,YOK,
2038,10,28,"40,5",,2016,9,1,1,YOK,
2039,10,33,48,,2016,9,1,1,YOK,
2040,10,34,"43,5",,2016,9,1,1,YOK,
2041,10,24,"31,5",,2016,9,1,1,YOK,
2042,10,24,28,,2016,9,1,1,YOK,
2043,10,29,44,,2016,9,1,1,YOK,
2044,10,28,38,,2016,9,1,1,YOK,
2045,10,30,43,,2016,9,1,1,YOK,
2046,10,24,31,,2016,9,1,1,YOK,
2047,10,34,44,,2016,9,1,1,YOK,
2048,10,35,"39,5",,2016,9,1,1,YOK,
2049,10,30,"43,5",,2016,9,1,1,YOK,
2050,10,"20,5","45,5",,2016,9,1,1,YOK,
2051,10,21,"45,5",,2016,9,1,1,YOK,
2052,10,24,35,,2016,9,1,1,YOK,
2053,10,"27,5","43,5",,2016,9,1,1,YOK,
2054,10,32,44,,2016,9,1,1,YOK,
2055,10,31,50,,2016,9,1,1,YOK,
2056,10,"34,5",50,,2016,9,1,1,YOK,
2057,10,"26,5",41,,2016,9,1,1,YOK,
2058,10,31,50,,2016,9,1,1,YOK,
2059,10,28,36,,2016,9,1,1,YOK,
2060,10,30,"40,5",,2016,9,1,1,YOK,
2061,10,25,40,,2016,9,1,1,YOK,
2062,10,"23,5",32,,2016,9,1,1,YOK,
2063,10,23,39,,2016,9,1,1,YOK,
2064,10,"20,5","43,5",,2016,9,1,1,YOK,
2065,10,24,35,,2016,9,1,1,YOK,
2066,10,23,31,,2016,9,1,1,YOK,
2067,10,29,"39,5",,2016,9,1,1,YOK,
2068,10,31,38,,2016,9,1,1,YOK,
2069,10,31,50,,2016,9,1,1,YOK,
2070,10,30,46,,2016,9,1,1,YOK,
2071,10,"29,5",42,,2016,9,1,1,YOK,
2072,10,30,34,,2016,9,1,1,YOK,
2073,10,25,36,,2016,9,1,1,YOK,
2074,10,22,28,,2016,9,1,1,YOK,
2075,10,31,50,,2016,9,1,1,YOK,
2076,10,24,35,,2016,9,1,1,YOK,
2077,10,29,41,,2016,9,1,1,YOK,
2078,10,"28,5","33,5",,2016,9,1,1,YOK,
2079,10,24,33,,2016,9,1,1,YOK,
2080,10,"28,5",37,,2016,9,1,1,YOK,
2081,10,26,33,,2016,9,1,1,YOK,
2082,10,24,34,,2016,9,1,1,YOK,
2083,10,"24,5",35,,2016,9,1,1,YOK,
2084,10,30,49,,2016,9,1,1,YOK,
2085,10,34,41,,2016,9,1,1,YOK,
2086,10,"25,5",34,,2016,9,1,1,YOK,
2087,10,24,33,,2016,9,1,1,YOK,
2088,10,21,"45,5",,2016,9,1,1,YOK,
2089,10,"23,5",27,,2016,9,1,1,YOK,
2090,10,28,32,,2016,9,1,1,YOK,
2091,10,26,33,,2016,9,1,1,,
2092,10,30,50,,2016,9,1,30,YOK,
2093,10,"25,5",55,,2017,9,1,1,,
2094,10,39,41,,2017,9,1,1,,
2095,10,"37,5",40,,2017,9,1,1,,
2096,10,"37,5",45,,2017,9,1,1,,
2097,10,"40,5",43,,2017,9,1,1,,
2098,10,"37,5",38,,2017,9,1,1,,
2099,10,41,41,,2017,9,1,1,,
2100,10,38,39,,2017,9,1,1,,
2101,1,"24,5",49,,2016,2,1,1,,
2102,1,"35,5",44,,2015,4,1,1,,
2103,1,34,51,,2015,2,1,1,,
2104,1,30,"34,5",,2010,2,1,1,,
2105,1,31,50,,2015,2,1,1,,
2106,1,28,36,,2015,2,1,1,,
2107,1,"38,5",41,,2015,4,1,1,BULANIK,
2108,1,"29,5",41,,2015,2,1,1,,
2109,1,28,50,,2015,5,1,1,,
2110,1,30,42,,2014,3,1,1,,
2111,1,"29,5",40,,2015,2,1,1,,
2112,1,35,48,,1990,2,1,1,,
2113,1,32,"35,5",,2015,2,1,1,,
2114,1,32,"43,5",,2015,4,1,1,,
2115,1,33,"41,5",,2015,2,1,1,,
2116,1,33,36,,2015,2,1,1,,
2117,1,28,50,,2015,2,1,1,,
2118,1,30,55,,2015,2,1,1,,
2119,9,"29,5","32,5",,2014,3,1,1,,
2120,1,35,"37,5",,2015,2,1,1,YOK,
2121,1,"37,5",41,,2016,2,1,1,,
2122,1,28,47,,2015,5,1,1,,
2123,1,27,41,,2015,2,1,1,,
2124,9,"29,5",42,,2015,3,1,1,BULANIK,
2125,1,27,"40,5",,2015,2,1,1,,
2126,1,27,"40,5",,2016,2,1,1,,
2127,9,25,"32,5",,2015,9,1,1,,
2128,1,"27,5","34,5",,2015,2,1,1,,
2129,1,25,48,,2014,2,1,1,,
2130,1,20,38,,2015,2,1,1,,
2131,1,"25,5",35,,2015,2,1,1,BULANIK,
2132,1,26,50,,2015,2,1,1,,
2133,1,"24,5","41,5",,2015,2,1,1,,
2134,1,27,"43,5",,2015,2,1,1,,
2135,1,25,"25,5",,2015,5,1,1,,
2136,1,"21,5","45,5",,2015,2,1,1,,
2137,1,"18,5",30,,2015,2,1,1,,
2138,1,"39,5","17,5",,2015,2,1,1,,
2139,1,36,39,,2016,2,1,1,,
2140,1,25,35,,2016,3,1,1,BULANIK,
2141,1,27,41,,2016,2,1,1,,
2142,1,22,35,,2016,2,1,1,,
2143,1,22,34,,2016,2,1,1,,
2144,1,"27,5","38,5",,2016,2,1,1,,
2145,1,25,35,,2012,2,1,1,BULANIK,
2146,1,"28,5","38,5",,2016,2,1,1,,
2147,1,24,"41,5",,2016,2,1,1,,
2148,1,30,41,,2016,4,1,1,,
2149,1,35,45,,2016,5,1,1,YOK,
2150,1,35,40,,2016,2,1,1,BULANIK,
2151,1,"17,5",43,,2016,3,1,1,BULANIK,
2152,9,20,"46,5",,2010,3,1,1,,
2153,1,"31,5",47,,2015,5,1,1,,
2154,1,43,47,,2016,2,1,1,,
2155,1,"39,5",64,,2015,5,1,1,,
2156,1,"45,5","51,5",,2016,2,1,1,,
2157,1,43,51,,2015,2,1,1,,
2158,1,"45,5",52,,2016,2,1,1,,
2159,1,48,65,,2015,4,1,3,YOK,
2160,1,40,57,,2015,5,1,3,YOK,
2161,1,"45,5",52,,2015,2,1,1,,
2162,1,50,70,,1992,6,1,3,YOK,
2163,1,"37,5",63,,2015,2,1,1,,
2164,1,46,80,,2016,5,1,3,YOK,
2165,1,49,8,,2015,5,1,3,YOK,
2166,1,"49,5","67,5",,1992,3,1,3,YOK,
2167,1,50,70,,1991,6,1,3,YOK,
2168,1,50,70,,1978,6,1,11,YOK,
2169,1,"43,5",51,,2016,2,1,1,,
2170,1,56,"56,5",,2016,2,1,1,,
2171,1,60,"70,5",,1992,6,1,1,,
2172,1,45,80,,2015,5,1,3,YOK,
2173,1,49,"69,5",,2015,5,1,7,YOK,
2174,1,60,85,,2016,8,1,32,YOK,
2175,1,"28,5",71,,2016,,1,23,YOK,
2176,10,40,43,,2016,9,1,19,YOK,
2177,10,"40,5",43,,2017,9,1,19,YOK,
2178,1,18,30,,2014,2,1,14,YOK,
2179,10,39,39,,2017,9,1,1,,
2180,10,37,45,,2017,9,1,1,,
2181,10,38,50,,2017,9,1,1,,
2182,10,30,48,,2017,9,1,1,,
2183,10,30,47,,2017,9,1,1,,
2184,10,"46,5","26,5",,2017,9,1,1,,
2185,9,"22,5",53,,2017,9,1,1,,
2186,9,"22,5",44,,2017,9,1,1,,
2187,9,29,20,,2017,9,1,1,,
2188,10,"34,5",51,,2017,9,1,1,,
2189,10,55,34,,2017,9,1,1,,
2190,10,29,"43,5",,2017,9,1,1,,İMZASIZ
2191,10,33,"47,5",,2017,9,1,1,,
2192,9,32,20,,2017,9,1,1,,
2193,10,40,32,,2017,9,1,1,,
2194,10,39,29,,2017,9,1,1,,
2195,10,33,"47,5",,2017,9,1,1,,
2196,10,30,40,,2016,9,1,1,,
2197,10,"29,5",37,,2016,9,1,1,,
2198,10,39,29,,2016,9,1,1,,
2199,10,32,48,,2017,9,1,1,,
2200,10,"31,5","49,5",,2017,9,1,1,,
2201,10,45,35,,2017,9,1,1,YOK,
2202,10,36,48,,2017,9,1,1,,
2203,10,43,36,,2017,9,1,1,,
2204,10,47,33,,2017,9,1,1,,
2205,10,"28,5",45,,2017,9,1,1,,
2206,10,34,45,,2017,9,1,1,,
2207,10,33,48,,2017,9,1,1,,
2208,10,34,42,,2017,9,1,1,,
2209,10,34,45,,2017,9,1,1,,
2210,10,"33,5","47,5",,2017,9,1,1,,
2211,10,40,34,,2017,9,1,1,,
2212,10,33,48,,2017,9,1,1,,
2213,10,35,47,,2017,9,1,1,,
2214,10,31,46,,2017,9,1,1,,
2215,10,35,50,,2017,9,1,1,,
2216,10,32,46,,2017,9,1,1,,
2217,10,33,48,,2017,9,1,1,,
2218,10,33,48,,2017,9,1,1,YOK,
2219,10,33,48,,2016,9,1,1,,
2220,10,48,27,,2016,9,1,1,,
2221,10,"27,5","43,5",,2016,9,1,1,,
2222,1,"44,5","54,5",,1978,1,1,1,,
2223,1,44,44,,1991,1,1,1,,
2224,1,40,50,,1978,1,1,1,,
2225,1,"48,5","48,5",,1995,1,1,1,,
2226,1,49,49,,1980,1,1,1,,
2227,1,49,49,,1975,1,1,1,,
2228,1,50,60,,2008,1,1,1,,
2229,1,55,55,,1991,1,1,1,,
2230,1,36,51,,1977,6,1,1,,
2231,1,40,50,,1977,1,1,1,,
2232,1,50,70,,1992,6,1,1,,
2233,1,40,60,,2016,2,1,1,,
2234,1,63,73,,2016,6,1,1,,
2235,1,60,"68,5",,2016,1,1,1,,
2236,1,50,70,,2016,1,1,1,,
2237,1,60,"68,5",,2016,1,1,1,,
2238,1,35,"47,5",,2017,2,1,1,,
2239,1,65,80,,2015,1,1,1,,
2240,1,45,46,,2017,1,1,1,,
2241,1,50,70,,2016,1,1,1,,
2242,1,22,31,,2017,2,1,1,BULANIK,
2243,9,30,30,,2014,3,1,1,,
2244,1,33,"44,5",,2016,2,1,1,,
2245,1,56,"63,5",,1990,2,1,1,,
2246,1,50,66,,2015,5,1,1,,
2247,1,50,80,,2016,2,1,1,,
2248,1,53,61,,2017,2,1,1,,
2249,1,"26,5","95,5",,2016,5,1,1,,
2250,1,36,49,,2016,2,1,1,BULANIK,
2251,1,55,65,,2017,2,1,1,,
2252,1,35,50,,2017,2,1,1,,
2253,1,50,57,,2016,2,1,1,,
2254,1,57,82,,2016,2,1,1,,
2255,1,70,94,,2016,4,1,1,,
2256,1,25,29,,2017,2,1,1,,
2257,1,34,24,,2016,2,1,1,,
2258,1,"47,5","14,5",,2017,2,1,1,,
2259,1,"43,5",21,,2016,2,1,1,,
2260,1,23,44,,2016,2,1,1,,
2261,1,"29,5",30,,2016,2,1,1,,
2262,1,25,70,,2016,2,1,1,,
2263,1,54,"32,5",,2015,2,1,1,,
2264,1,"27,5","62,5",,2015,2,1,1,,
2265,1,23,50,,2015,2,1,1,,
2266,1,28,50,,2016,2,1,1,,
2267,1,"24,5","52,5",,2015,2,1,1,,
2268,1,28,60,,2015,5,1,1,,
2269,1,31,"53,5",,2016,2,1,1,,İMZA BULANIK
2270,1,37,55,,2017,2,1,1,,
2271,1,"43,5","39,5",,2017,2,1,1,,
2272,1,41,45,,2016,2,1,1,,
2273,1,40,48,,2017,2,1,1,,İMZASIZ
2274,1,40,42,,2016,2,1,1,,
2275,1,35,50,,2017,1,1,1,,
2276,1,35,50,,2017,1,1,1,,
2277,1,40,70,,2016,6,1,1,,
2278,1,60,39,,2016,2,1,1,,
2279,1,"43,5","39,5",,2016,2,1,1,,
2280,1,48,35,,2014,3,1,1,,
2281,1,60,70,,2016,7,1,1,,
2282,1,70,75,,2017,1,1,1,,
2283,1,"39,5","44,5",,2017,2,1,1,,
2284,1,44,73,,2016,8,1,1,,
2285,1,69,98,,2016,8,1,1,,
2286,1,60,85,,2016,8,1,1,,
2287,1,60,"68,5",,2016,8,1,1,,
2288,1,59,85,,2017,8,1,1,,
2289,1,50,75,,2016,8,1,1,,
2290,1,50,76,,2016,8,1,1,,
2291,1,69,69,,2016,8,1,1,,
2292,1,60,"68,5",,2016,8,1,1,,
2293,1,60,79,,2015,8,1,1,,
2294,1,50,75,,2016,8,1,1,,
2295,1,60,"68,5",,2016,8,1,1,,
2296,1,60,"68,5",,2016,8,1,1,,
2297,1,67,93,,2016,8,1,1,,
2298,1,60,"68,5",,2016,8,1,1,,
2299,1,60,"68,5",,2016,8,1,1,,
2300,1,68,70,,2016,8,1,1,,
2301,1,60,"68,5",,2016,8,1,1,,
2302,1,50,75,,2016,8,1,1,,
2303,1,50,49,,2016,8,1,1,,
2304,1,60,"68,5",,2016,8,1,1,LEKELİ,
2305,1,50,76,,2016,8,1,1,,
2306,1,60,"68,5",,2016,8,1,1,,
2307,1,85,60,,2015,8,1,1,,
2308,1,60,"85,5",,2016,8,1,1,,
2309,1,75,75,,2016,8,1,1,,
2310,1,90,120,,2016,8,1,1,,
2311,1,45,80,,2017,8,1,1,,
2312,1,"49,5","49,5",,2017,8,1,1,,
2313,1,47,100,,2017,8,1,1,,
2314,1,110,145,,2016,1,1,1,,
2315,1,85,102,,2017,1,1,1,,
2316,1,60,85,,2017,1,1,1,,
2317,1,60,68,,2017,1,1,1,,
2318,1,35,40,,2003,1,1,1,,
2319,,,,,,,,,BOŞ,
2320,,,,,,,,,BOŞ,
2321,,,,,,,,,BOŞ,
2322,,,,,,,,,BOŞ,
2323,,,,,,,,,BOŞ,
2324,,,,,,,,,BOŞ,
2325,,,,,,,,,BOŞ,
2326,,,,,,,,,BOŞ,
2327,,,,,,,,,BOŞ,
2328,,,,,,,,,BOŞ,
2329,,,,,,,,,BOŞ,
2330,,,,,,,,,BOŞ,
2331,,,,,,,,,BOŞ,
2332,,,,,,,,,BOŞ,
2333,,,,,,,,,BOŞ,
2334,,,,,,,,,BOŞ,
2335,,,,,,,,,BOŞ,
2336,,,,,,,,,BOŞ,
2337,,,,,,,,,BOŞ,
2338,,,,,,,,,BOŞ,
2339,,,,,,,,,BOŞ,
2340,,,,,,,,,BOŞ,
2341,1,50,70,,2018,8,1,,,
2342,1,70,50,,2018,8,1,,,
2343,,,,,,,,,BOŞ,
2344,,,,,,,,,BOŞ,
2345,,,,,,,,,BOŞ,
2346,,,,,,,,,BOŞ,
2347,,,,,,,,,BOŞ,
2348,,,,,,,,,BOŞ,
2349,,,,,,,,,BOŞ,
2350,,,,,,,,,BOŞ,
2351,,,,,,,,,BOŞ,
2352,,,,,,,,,BOŞ,
2353,,,,,,,,,BOŞ,
2354,,,,,,,,,BOŞ,
2355,,,,,,,,,BOŞ,
2356,,,,,,,,,BOŞ,
2357,,,,,,,,,BOŞ,
2358,,,,,,,,,BOŞ,
2359,,,,,,,,,BOŞ,
2360,1,50,70,,2012,8,1,1,YOK,
2361,1,50,70,,2012,8,1,1,YOK,
2362,1,50,70,,2012,8,1,1,YOK,
2363,1,50,70,,2012,8,1,1,,
2364,1,50,70,,2012,8,1,1,,
2365,1,50,70,,2012,8,1,1,,
2366,1,50,70,,2012,8,1,1,,
2367,1,50,70,,2012,8,1,1,,
2368,1,50,70,,2012,8,1,1,,
2369,1,50,70,,2012,8,1,1,YOK,
2370,1,50,70,,2009,8,1,1,,
2371,1,50,70,,2009,8,1,1,YOK,
2372,1,70,50,,2008,8,1,1,,
2373,1,50,70,,2008,8,1,1,,
2374,1,50,70,,2009,8,1,1,,
2375,1,50,70,,2011,8,1,1,,
2376,1,50,70,,2009,8,1,1,,
2377,1,70,50,,2008,8,1,1,,
2378,1,50,70,,2009,8,1,1,BULANIK,
2379,1,50,70,,2011,8,1,1,BULANIK,
2380,1,50,70,,2009,8,1,1,,
2381,1,50,70,,2009,8,1,1,,
2382,1,70,50,,2009,8,1,1,,
2383,1,50,70,,2009,8,1,1,,
2384,1,50,70,,2009,8,1,1,,
2385,1,70,50,,2009,8,1,1,,
2386,1,50,70,,2009,8,1,1,YOK,
2387,1,50,70,,2011,8,1,1,,
2388,1,50,70,,2011,8,1,1,YOK,
2389,1,50,70,,2011,8,1,1,,LEKELİ
2390,1,70,50,,2009,8,1,1,,
2391,1,50,70,,2011,8,1,1,YOK,
2392,1,50,70,,2011,8,1,1,YOK,
2393,1,50,70,,2011,8,1,1,YOK,
2394,1,70,50,,,8,1,1,,İMZASIZ
2395,1,70,50,,2009,8,1,1,,
2396,1,70,50,,,8,1,1,,İMZASIZ
2397,1,70,50,,2009,8,1,1,,
2398,1,50,70,,2009,8,1,1,,
2399,1,50,70,,2011,8,1,1,,
2400,1,70,50,,2009,8,1,1,,
2401,1,70,50,,2009,8,1,1,,İMZASIZ
2402,1,50,70,,2011,8,1,1,,
2403,1,50,70,,2009,8,1,1,YOK,ÇİFT NUMARA
2404,1,50,70,,2009,8,1,1,YOK,
2405,1,50,70,,2009,8,1,1,YOK,
2406,1,50,70,,2009,8,1,1,,
2407,1,50,70,,2011,8,1,1,,
2408,1,50,70,,2011,8,1,1,BULANIK,
2409,1,50,70,,2011,8,1,1,,
2410,1,50,70,,,8,1,1,YOK,
2411,1,50,70,,,8,1,1,YOK,
2412,1,70,50,,,8,1,1,,İMZASIZ
2413,1,50,70,,,8,1,1,,İMZASIZ
2414,1,50,70,,2011,8,1,1,,İMZASIZ
2415,1,50,70,,2011,8,1,1,BULANIK,
2416,1,50,70,,2011,8,1,1,,
2417,1,50,70,,2011,8,1,1,,
2418,1,70,50,,2011,8,1,1,,
2419,1,50,70,,2011,8,1,1,,
2420,1,50,70,,2011,8,1,1,,
2421,1,50,70,,2012,8,1,1,,
2422,1,50,70,,2009,8,1,1,,
2423,1,50,70,,2009,8,1,1,BULANIK,
2424,1,50,70,,2009,8,1,1,,
2425,1,70,50,,2009,8,1,1,,
2426,1,29,25,,2017,,1,24,YOK,
2427,1,"30,5",50,,2017,,1,27,YOK,
2428,1,20,49,,2017,,1,15,YOK,
2429,1,21,"29,5",,2017,,1,25,YOK,
2430,6,43,56,,2017,,1,6,YOK,
2431,6,"42,5",53,,2017,,1,13,YOK,
2432,1,30,30,,2017,,1,16,YOK,
2433,1,"33,5",48,,2017,,1,9,YOK,
2434,6,50,60,,2017,,1,20,YOK,
2435,6,"42,5",53,,2017,,1,22,YOK,
2436,1,"40,5","49,5",,2017,2,1,1,,
2437,1,"46,5",40,,2017,2,1,1,,İMZASIZ
2438,1,56,42,,2017,5,1,1,,
2439,1,36,"48,5",,2017,2,1,1,,
2440,1,39,34,,2017,2,1,1,,
2441,1,25,49,,2017,2,1,1,,
2442,1,34,"45,5",,2017,2,1,1,,
2443,1,"33,5","43,5",,2017,2,1,1,,
2444,1,42,44,,2017,2,1,1,,
2445,1,50,70,,2017,1,1,1,,
2446,1,"46,5","66,5",,2017,2,1,1,,İMZASIZ
2447,1,"45,5","61,5",,2017,2,1,1,,İMZASIZ
2448,1,"34,5",70,,2017,2,1,1,,İMZASIZ
2449,1,44,62,,2017,2,1,1,,
2450,1,60,70,,2017,2,1,1,,
2451,1,46,55,,2017,2,1,1,,İMZASIZ
